Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ,ಬೂದು ಬೂಷ್ಟು ರೋಗ (Grey Mold),ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ,ತಂಪು ಮತ್ತು ತೇವಾಂಶವಿರುವಾಗ ಹೂವು ಅಥವಾ ಕಾಂಡದ ಮೇಲೆ ಬೂದು ಬಣ್ಣದ ಬೂಷ್ಟು ಬೆಳೆಯುತ್ತದೆ. ಗಿಡಗಳ ನಡುವೆ ಸರಿಯಾದ ಜಾಗ ಬಿಡಿ ಮತ್ತು ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಹನಿ ನೀರಾವರಿ ಬಳಸುವುದು ಉತ್ತಮ.
ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ,ಕಪ್ಪು ಮಚ್ಚೆ ವೈರಸ್ (TSWV),ಟೊಮೆಟೊ ಸ್ಪಾಟೆಡ್ ವಿಲ್ಟ್ ವೈರಸ್ (TSWV),ಎಳೆ ಎಲೆಗಳು ಕಂಚಿನ ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತವೆ ಮತ್ತು ಕಪ್ಪು ಉಂಗುರಗಳು ಕಾಣುತ್ತವೆ. ಇದು ನುಸಿ ಕೀಟಗಳಿಂದ ಹರಡುತ್ತದೆ. ನುಸಿ ಹತೋಟಿಗೆ ನೀಲಿ ಅಂಟು ಬಲೆ ಬಳಸಿ ಮತ್ತು ಫಿಪ್ರೊನಿಲ್ ಸಿಂಪಡಿಸಿ. ಹೊಲದ ಸುತ್ತ ಕಳೆ ತೆಗೆಯಿರಿ.
ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ,ಬುಡ ಕೊಳೆ ರೋಗ (Southern Blight),ಸ್ಕ್ಲೆರೋಶಿಯಂ ರಾಲ್ಫಿಸೈ,ಗಿಡ ಬುಡದಲ್ಲಿ ಬಿಳಿ ಹತ್ತಿಯಂತಹ ಬೂಷ್ಟು ಬೆಳೆದು ಸಾಯುತ್ತದೆ. ಸಣ್ಣ ಸಾಸಿವೆ ಕಾಳುಗಳು ಅಂಟಿಕೊಂಡಂತೆ ಕಾಣುತ್ತದೆ. ಬೇಸಿಗೆಯಲ್ಲಿ ಆಳ ಉಳುಮೆ ಮಾಡಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮ ದ್ರಾವಣ ಸುರಿಯಿರಿ. ಇದು ಬುಡವನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.
ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ,ಸೊರಗು ರೋಗ (Fusarium Wilt),ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಕೆಳಗಿನ ಎಲೆಗಳು ಹಳದಿಯಾಗಿ ಗಿಡ ಬಾಡುತ್ತದೆ (ಹೆಚ್ಚಾಗಿ ಒಂದು ಬದಿ ಮಾತ್ರ). ಮಣ್ಣು ಸದಾ ಒದ್ದೆಯಾಗಿರದಂತೆ ನೋಡಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮ ಬೆರೆಸುವುದು ಅತ್ಯುತ್ತಮ ಮುನ್ನೆಚ್ಚರಿಕೆ. ಚಿಕಿತ್ಸೆಗೆ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ದ್ರಾವಣವನ್ನು ಗಿಡದ ಬುಡಕ್ಕೆ ಸುರಿಯಿರಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಬೂದು ಬೂಸಲು (Gray Mold),ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ,ಹಣ್ಣಿನ ಮೇಲೆ ಬೂದು ಬೂಸಲು ಬರುತ್ತದೆ. ಗಿಡಗಳ ನಡುವೆ ಗಾಳಿಯಾಡಲು ಜಾಗ ಬಿಡಿ. ಕೊಳೆತ ಹಣ್ಣನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತಿರಿ. 'ಸ್ವಿಚ್' (Switch) ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಲೆವೆಲ್ಲುಲಾ ಟೌರಿಕಾ,ಎಲೆಗಳು ದೋಣಿಯಂತೆ ಮುದುಡುತ್ತವೆ. 2ಗ್ರಾಂ ಗಂಧಕ ಅಥವಾ 5ಗ್ರಾಂ ಅಡುಗೆ ಸೋಡಾವನ್ನು 1 ಲೀಟರ್ ನೀರಿಗೆ ಬೆರೆಸಿ ಎಲೆಗಳ ಕೆಳಗೆ ಸಿಂಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಅಂತ್ರಾಕ್ನೋಸ್ (Anthracnose),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಪ್ರಭೇದ,ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಮಚ್ಚೆ ಕಾಣುತ್ತದೆ. ಹನಿ ನೀರಾವರಿ ಬಳಸಿ. ಮಣ್ಣಿನ ಮೇಲೆ ಪ್ಲಾಸ್ಟಿಕ್ ಹೊದಿಕೆ (Mulch) ಹಾಕಿ. ಮ್ಯಾಂಕೊಜೆಬ್ ಔಷಧ ಬಳಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಸಾಮಾನ್ಯ ಎಲೆ ಚುಕ್ಕೆ (Leaf Spot),ಮೈಕೋಸ್ಫಿಯರೆಲ್ಲಾ ಫ್ರಗೇರಿಯೇ,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಚುಕ್ಕೆ ಕಾಣುತ್ತದೆ. ಸೋಂಕಿತ ಎಲೆಗಳನ್ನು ಕಿತ್ತು ಸುಟ್ಟು ಹಾಕಿ. ತಾಮ್ರಯುಕ್ತ (Copper) ಶಿಲೀಂಧ್ರನಾಶಕ ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಎಲೆ ಸುಟ್ಟ ರೋಗ (Leaf Scorch),ಡಿಪ್ಲೋಕಾರ್ಪಾನ್ ಅರ್ಲಿಯಾನಾ,ಎಲೆಗಳು ಸುಟ್ಟಂತೆ ಕಾಣುತ್ತವೆ. ತೋಟದ ಕಸವನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ. ಗಿಡಕ್ಕೆ ಸರಿಯಾದ ಪೋಷಕಾಂಶ ನೀಡಿ. ಕ್ಯಾಪ್ಟನ್ ಅಥವಾ ಥೈರಾಮ್ ಔಷಧ ಬಳಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಎಲೆ ಮಾರಿ ರೋಗ (Leaf Blight),ಫೋಮಾಪ್ಸಿಸ್ ಆಬ್ಸ್ಕ್ಯುರಾನ್ಸ್,ಎಲೆ ಅಂಚಿನಿಂದ 'V' ಆಕಾರದ ಕಂದು ಮಚ್ಚೆ ಬರುತ್ತದೆ. ಕೊಯ್ಲಿನ ನಂತರ ಹಳೆಯ ಎಲೆಗಳನ್ನು ತೆಗೆಯಿರಿ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಕೆಂಪು ಬೇರು ಕೊಳೆತ (Red Stele),ಫೈಟೊಪ್ಥೋರಾ ಫ್ರಗೇರಿಯೇ,ಬೇರು ಸೀಳಿದರೆ ಕೆಂಪು ಬಣ್ಣವಿರುತ್ತದೆ. ಎತ್ತರಿಸಿದ ಪಾತಿಗಳಲ್ಲಿ ಬೆಳೆಯಿರಿ. ನಾಟಿ ಮಾಡುವ ಮೊದಲು ಬೇರನ್ನು ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಬುಡ ಕೊಳೆತ (Crown Rot),ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಕ್ಟೋರಮ್,ಗಿಡ ದಿಢೀರನೆ ಒಣಗುತ್ತದೆ. ಅತಿಯಾಗಿ ನೀರು ಹರಿಸಬೇಡಿ. ಅಲಿಯೆಟ್ (Aliette) ದ್ರಾವಣವನ್ನು ಗಿಡದ ಬುಡಕ್ಕೆ ಸುರಿಯಿರಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಲೆದರ್ ರಾಟ್ (Leather Rot),ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಕ್ಟೋರಮ್,ಹಣ್ಣು ಗಟ್ಟಿಯಾಗಿ ಕಹಿಯಾಗುತ್ತದೆ. ಹಣ್ಣುಗಳು ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ಒಣಹುಲ್ಲಿನ ಹೊದಿಕೆ ಬಳಸಿ. ಮಳೆ ಮುನ್ಸೂಚನೆ ಇದ್ದರೆ ಕ್ಯಾಪ್ಟನ್ ಸಿಂಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ವರ್ಟಿಸಿಲಿಯಂ ಬಾಡು ರೋಗ,ವರ್ಟಿಸಿಲಿಯಂ ಡಾಲಿಯೇ,ಹೊರಗಿನ ಎಲೆಗಳು ಒಣಗುತ್ತವೆ. ಟೊಮೆಟೊ ಅಥವಾ ಬದನೆ ಬೆಳೆದ ಜಾಗದಲ್ಲಿ ಬೆಳೆಯಬೇಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಹೊದಿಸಿ ಬಿಸಿಲಿನಲ್ಲಿ ಬೇಯಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಗಿಡ ಬೇಗನೆ ಬಾಡುತ್ತದೆ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಬಳಸಿ. ಸತ್ತ ಗಿಡವನ್ನು ಸುತ್ತಲಿನ ಮಣ್ಣಿನ ಸಮೇತ ತೆಗೆದು ನಾಶಪಡಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಕಪ್ಪು ಬೇರು ಕೊಳೆತ,ರೈಜೋಕ್ಟೋನಿಯಾ ಪ್ರಭೇದ,ಬೇರುಗಳು ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತವೆ. ಪ್ರತಿ 2-3 ವರ್ಷಕ್ಕೊಮ್ಮೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಮಣ್ಣಿಗೆ ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಮತ್ತು ಸೂಡೋಮೊನಾಸ್ ಬಳಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಜಾಂಥೋಮೋನಾಸ್ ಫ್ರಗೇರಿಯೇ,ಎಲೆ ಕೆಳಗೆ ನೀರಿನಂತೆ ಪಾರದರ್ಶಕ ಚುಕ್ಕೆ ಇರುತ್ತದೆ. ತಾಮ್ರಯುಕ್ತ (Copper Hydroxide) ಔಷಧ ಸಿಂಪಡಿಸಿ. ಗಿಡ ಒದ್ದೆಯಿದ್ದಾಗ ಕೆಲಸ ಮಾಡಬೇಡಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬಾಡು ರೋಗ,ರಾಲ್ಸ್ಟೋನಿಯಾ ಸೊಲಾನೇಸಿಯಾರಮ್,ಗಿಡ ಬಾಡಿ ಸಾಯುತ್ತದೆ. ಸತ್ತ ಗಿಡ ಸುಟ್ಟು ಹಾಕಿ. ಹೊಲದಲ್ಲಿ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಉಪಕರಣಗಳನ್ನು ಬ್ಲೀಚಿಂಗ್ ಪುಡಿಯಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಮೋಟಲ್ ವೈರಸ್,ಸ್ಟ್ರಾಬೆರಿ ಮೋಟಲ್ ವೈರಸ್,ಗಿಡ ಗಿಡ್ಡವಾಗಿ ಎಲೆ ಹಳದಿಯಾಗುತ್ತದೆ. ಅಫಿಡ್ಸ್ (ಕೀಟ) ನಿಯಂತ್ರಿಸಲು ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ವೈರಸ್ ಮುಕ್ತ ಸಸಿಗಳನ್ನೇ ಖರೀದಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಕ್ರಿಂಕಲ್ ವೈರಸ್,ಸ್ಟ್ರಾಬೆರಿ ಕ್ರಿಂಕಲ್ ವೈರಸ್,ಎಲೆಗಳು ಮುದುರಿ ವಿಕಾರವಾಗುತ್ತವೆ. ಕೀಟಗಳ ನಿಯಂತ್ರಣ ಬಹಳ ಮುಖ್ಯ. ಹೊಲದ ಸುತ್ತಲಿನ ಕಳೆಗಳನ್ನು ಕಿತ್ತು ಹಾಕಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಫಿಲೋಡಿ (Phyllody),ಫೈಟೋಪ್ಲಾಸ್ಮಾ,ಹೂವುಗಳು ಹಸಿರು ಎಲೆಗಳಂತಾಗುತ್ತವೆ. ಗಿಡವನ್ನು ತಕ್ಷಣ ಕಿತ್ತುಹಾಕಿ. ಜಿಗಿನೊಣಗಳ ಹತೋಟಿಗೆ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಔಷಧ ಬಳಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಜಂತುಹುಳು (Nematode),ನೆಮಟೋಡ್ (ಜಂತುಹುಳು),ಬೇರುಗಳಲ್ಲಿ ಗಂಟುಗಳಾಗುತ್ತವೆ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಬಳಸಿ. ಚೆಂಡುಹೂವನ್ನು ಅಂತರ್ಬೆಳೆಯಾಗಿ ಅಥವಾ ಬೆಳೆ ಪರಿವರ್ತನೆಯಾಗಿ ಬೆಳೆಯಿರಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಲೋಳೆ ಬೂಸಲು (Slime Mold),ಸ್ಲೈಮ್ ಮೋಲ್ಡ್,"ಎಲೆಯ ಮೇಲೆ ಬಿಳಿ ಅಥವಾ ಹಳದಿ ಲೋಳೆ ಕಾಣುತ್ತದೆ. ಇದು ಹಾನಿಕಾರಕವಲ್ಲ, ನೀರಿನ ಫೋರ್ಸ್‌ನಿಂದ ತೊಳೆದು ಹಾಕಬಹುದು."
ಸ್ಟ್ರಾಬೆರಿ,ಬಿಸಿಲಿನ ಬೇಗೆ (Sunscald),ಸನ್ ಸ್ಕ್ಯಾಲ್ಡ್,ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಚಕ್ಕೆ ಕಾಣುತ್ತದೆ. ಶೇಡ್ ನೆಟ್ ಬಳಸಿ. ಮಧ್ಯಾಹ್ನದ ಸಮಯದಲ್ಲಿ ಗಿಡಗಳಿಗೆ ನೀರು ಹರಿಸಿ ತಂಪಾಗಿರಿಸಿ.
ಸ್ಟ್ರಾಬೆರಿ,ಅಲ್ಬಿನಿಸಂ (Albinism),ಅಲ್ಬಿನಿಸಂ (ಜೀನ್ ನ್ಯೂನತೆ),ಹಣ್ಣು ಕೆಂಪಾಗದೆ ಬಿಳಿಯಿರುತ್ತದೆ. ಸಾರಜನಕ (Urea) ಗೊಬ್ಬರ ಕಡಿಮೆ ಮಾಡಿ. ಪೊಟ್ಯಾಶ್ ಮತ್ತು ಕ್ಯಾಲ್ಸಿಯಂ ಗೊಬ್ಬರ ಹೆಚ್ಚಾಗಿ ನೀಡಿ.
ಸ್ಟ್ರಾಬೆರಿ,ವಿಕಾರ ಹಣ್ಣು (Catfacing),ಕ್ಯಾಟ್ ಫೇಸಿಂಗ್ (ದೈಹಿಕ),ಹಣ್ಣುಗಳು ವಿಕಾರವಾಗಿರುತ್ತವೆ. ಹೂ ಬಿಡುವಾಗ ಜೇನುನೊಣಗಳಿಗೆ ತೊಂದರೆ ನೀಡಬೇಡಿ. ಬೋರಾನ್ (Boron) ಪೋಷಕಾಂಶ ಸಿಂಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ಬೂದು ಬೂಸಲು (Gray Mold),ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ,ಗಿಡಗಳ ನಡುವೆ ಗಾಳಿಯಾಡಲು ಜಾಗ ಬಿಡಿ. ಕೊಳೆತ ಭಾಗವನ್ನು ಕಿತ್ತು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತಿರಿ. 'ಸ್ವಿಚ್' (Switch) ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಸ್ಪೀರೋಥೆಕಾ ಮ್ಯಾಕ್ಯುಲಾರಿಸ್,ಎಲೆಗಳ ಮೇಲೆ ಬಿಳಿ ಬೂದಿ ಕಾಣುತ್ತದೆ. ಗಂಧಕ (Sulfur) ಅಥವಾ ಅಡುಗೆ ಸೋಡಾ ದ್ರಾವಣವನ್ನು ಸಿಂಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ಅಂತ್ರಾಕ್ನೋಸ್ (Anthracnose),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಪ್ರಭೇದ,ರೋಗಮುಕ್ತ ಬಿತ್ತನೆ ಗೆಡ್ಡೆ ಬಳಸಿ. ಹನಿ ನೀರಾವರಿ ಉತ್ತಮ. ತಾಮ್ರಯುಕ್ತ ಔಷಧ ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ಸಾಮಾನ್ಯ ಎಲೆ ಚುಕ್ಕೆ (Leaf Spot),ಮೈಕೋಸ್ಫಿಯರೆಲ್ಲಾ ಫ್ರಗೇರಿಯೇ,ಸೋಂಕಿತ ಎಲೆ ಕಿತ್ತು ಸುಟ್ಟು ಹಾಕಿ. ತಾಮ್ರಯುಕ್ತ ಶಿಲೀಂಧ್ರನಾಶಕ ಬಳಸಿ. ಗಿಡ ಒದ್ದೆಯಿದ್ದಾಗ ಹೊಲದಲ್ಲಿ ಕೆಲಸ ಮಾಡಬೇಡಿ.
ಆಲೂಗಡ್ಡೆ,ಎಲೆ ಸುಟ್ಟ ರೋಗ (Leaf Scorch),ಡಿಪ್ಲೋಕಾರ್ಪಾನ್ ಅರ್ಲಿಯಾನಾ,ಹಳೆಯ ಕಸ ತೆಗೆದು ತೋಟ ಸ್ವಚ್ಛವಿಡಿ. ಕ್ಯಾಪ್ಟನ್ ಅಥವಾ ಥೈರಾಮ್ ಔಷಧ ಬಳಸಿ. ಗಿಡಕ್ಕೆ ಒಳ್ಳೆಯ ಪೋಷಕಾಂಶ ನೀಡಿ.
ಆಲೂಗಡ್ಡೆ,ಎಲೆ ಮಾರಿ ರೋಗ (Leaf Blight),ಫೋಮಾಪ್ಸಿಸ್ ಆಬ್ಸ್ಕ್ಯುರಾನ್ಸ್,ಹೊಲವನ್ನು ಸ್ವಚ್ಛವಾಗಿಡಿ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಔಷಧ ಬಳಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಹಳೆಯ ಎಲೆಗಳನ್ನು ತೆಗೆಯುವುದು ಬಹಳ ಮುಖ್ಯ.
ಆಲೂಗಡ್ಡೆ,ಕೆಂಪು ಬೇರು ಕೊಳೆತ (Red Stele),ಫೈಟೊಪ್ಥೋರಾ ಫ್ರಗೇರಿಯೇ,ಎತ್ತರಿಸಿದ ಪಾತಿಗಳಲ್ಲಿ ಬೆಳೆಯಿರಿ. ನಾಟಿ ಮಾಡುವ ಮೊದಲು ಗೆಡ್ಡೆ/ಬೇರನ್ನು ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ.
ಆಲೂಗಡ್ಡೆ,ಬುಡ ಕೊಳೆತ (Crown Rot),ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಕ್ಟೋರಮ್,ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ. ಅಲಿಯೆಟ್ (Aliette) ದ್ರಾವಣವನ್ನು ಗಿಡದ ಬುಡಕ್ಕೆ ಸುರಿಯಿರಿ.
ಆಲೂಗಡ್ಡೆ,ಲೆದರ್ ರಾಟ್ (Leather Rot),ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಕ್ಟೋರಮ್,ಗೆಡ್ಡೆಗಳು ಮಣ್ಣಿನ ಅತಿಯಾದ ತೇವಾಂಶಕ್ಕೆ ತಾಗದಂತೆ ನೋಡಿ. ಮಣ್ಣಿನ ಹೊದಿಕೆ ಬಳಸಿ. ಕ್ಯಾಪ್ಟನ್ ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ವರ್ಟಿಸಿಲಿಯಂ ಬಾಡು ರೋಗ,ವರ್ಟಿಸಿಲಿಯಂ ಡಾಲಿಯೇ,ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣನ್ನು ಪ್ಲಾಸ್ಟಿಕ್‌ನಿಂದ ಮುಚ್ಚಿ ಸೌರ ಉಪಚಾರ ಮಾಡಿ.
ಆಲೂಗಡ್ಡೆ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಬಳಸಿ. ಸತ್ತ ಗಿಡವನ್ನು ಮಣ್ಣಿನ ಸಮೇತ ತೆಗೆದು ನಾಶಪಡಿಸಿ.
ಆಲೂಗಡ್ಡೆ,ಕಪ್ಪು ಬೇರು ಕೊಳೆತ,ರೈಜೋಕ್ಟೋನಿಯಾ ಫ್ರಗೇರಿಯೇ,ಮಣ್ಣಿನ ಗಾಳಿಯಾಡುವಿಕೆಯನ್ನು ಸುಧಾರಿಸಿ (ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಬಳಸಿ). ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಸೂಡೋಮೊನಾಸ್ ಬಳಸಿ.
ಆಲೂಗಡ್ಡೆ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಜಾಂಥೋಮೋನಾಸ್ ಫ್ರಗೇರಿಯೇ,ತಾಮ್ರಯುಕ್ತ ಔಷಧ ಸಿಂಪಡಿಸಿ. ತುಂತುರು ನೀರಾವರಿ ಮಾಡಬೇಡಿ. ಗಿಡ ಒದ್ದೆಯಿದ್ದಾಗ ಮುಟ್ಟಬೇಡಿ.
ಆಲೂಗಡ್ಡೆ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬಾಡು ರೋಗ,ಜಾಂಥೋಮೋನಾಸ್ ಪ್ರಭೇದ,ಸೋಂಕಿತ ಗಿಡ ಸುಟ್ಟು ಹಾಕಿ. ಸಾಸಿವೆ ಅಥವಾ ಚೆಂಡುಹೂವಿನ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಆಲೂಗಡ್ಡೆ,ಮೋಟಲ್ ವೈರಸ್,ಮೋಟಲ್ ವೈರಸ್,ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗಮುಕ್ತ ಬಿತ್ತನೆ ಗೆಡ್ಡೆಗಳನ್ನೇ ಬಳಸಿ.
