Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಕುಂಬಳಕಾಯಿ,ಕೋನೀಯ ಎಲೆ ಚುಕ್ಕೆ,ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿರಿಂಗೆ,ಎಲೆ ಮೇಲೆ ಚೌಕಾಕಾರದ ನೀರಿನಂತ ಚುಕ್ಕೆಗಳು. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ (1g/10L) ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಕುಂಬಳಕಾಯಿ,ಅಲ್ಟರ್ನೇರಿಯಾ ಅಂಗಮಾರಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಕುಕುಮೆರಿನಾ,ಎಲೆ ಮೇಲೆ ವೃತ್ತಾಕಾರದ ಕಂದು ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿಗೆ ಪೊಟ್ಯಾಶ್ ಗೊಬ್ಬರ ನೀಡುವುದರಿಂದ ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿ ಹೆಚ್ಚುತ್ತದೆ.
ಕುಂಬಳಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಗಿಡ ಹಗಲು ಹೊತ್ತಿನಲ್ಲಿ ದಿಢೀರನೆ ಬಾಡುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಬೆರೆಸಿ.
ಕುಂಬಳಕಾಯಿ,ಫೈಟೊಪ್ಥೋರಾ ಹಣ್ಣು ಕೊಳೆತ,ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಪ್ಸಿಸಿ,ಮಣ್ಣಿಗೆ ತಾಗುವ ಹಣ್ಣು ಬಿಳಿ ಬೂಸಲು ಬಂದು ಕೊಳೆಯುತ್ತದೆ. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ. ಹಣ್ಣು ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ಹೊದಿಕೆ (Mulch) ಬಳಸಿ.
ಕುಂಬಳಕಾಯಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಬೇರುಗಳಲ್ಲಿ ಗಂಟುಗಳಾಗಿ ಗಿಡ ಸೊರಗುತ್ತದೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (250kg/acre) ಬಳಸಿ.
ಕುಂಬಳಕಾಯಿ,ಸ್ಕ್ಯಾಬ್ ರೋಗ (Scab),ಕ್ಲಾಡೋಸ್ಪೊರಿಯಂ ಕುಕುಮೆರಿನಮ್,ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಚುಕ್ಕೆಗಳಾಗಿ ದ್ರವ ಬರುತ್ತದೆ. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಒಣ ಹವಾಮಾನದಲ್ಲಿ ನೀರು ಹರಿಸುವಾಗ ಎಲೆಗೆ ತಾಗದಂತೆ ನೋಡಿ.
ಕುಂಬಳಕಾಯಿ,ಸೌತೆಕಾಯಿ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕುಕುಂಬರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮುದುಡುವುದು ಮತ್ತು ಹಣ್ಣು ವಿಕಾರವಾಗುವುದು. ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ. ಹೊಲದ ಸುತ್ತಲಿನ ಕಳೆ ಕಿತ್ತುಹಾಕಿ.
ಕುಂಬಳಕಾಯಿ,ಬುಡ ಕೊಳೆತ (Belly Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಹಣ್ಣಿನ ಕೆಳಭಾಗ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತದೆ. ಹಣ್ಣಿನ ಅಡಿಯಲ್ಲಿ ಒಣಹುಲ್ಲು ಅಥವಾ ಪ್ಲಾಸ್ಟಿಕ್ ಹಾಕಿ ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ನೋಡಿ.
ಕುಂಬಳಕಾಯಿ,ಬಿಳಿ ಬೂಸಲು ಕೊಳೆತ,ಸ್ಕ್ಲೆರೋಟಿನಿಯಾ ಸ್ಕ್ಲೆರೋಟಿಯೋರಮ್,ಕಾಂಡ ಅಥವಾ ಹಣ್ಣಿನ ಮೇಲೆ ಹತ್ತಿಯಂತ ಬಿಳಿ ಬೂಸಲು. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಜೋಳ ಅಥವಾ ಗೋಧಿಯ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಕುಂಬಳಕಾಯಿ,ಹೂವಿನ ಬುಡ ಕೊಳೆತ,ಕೋನಿಫೋರಾ ಕುಕುರ್ಬಿಟಾರಮ್,ಹಣ್ಣಿನ ತುದಿ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ. ಇದು ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆಯಿಂದಾಗುತ್ತದೆ. ಕ್ಯಾಲ್ಸಿಯಂ ಸಿಂಪಡಿಸಿ ಮತ್ತು ಮಣ್ಣಿನ ತೇವಾಂಶ ಕಾಪಾಡಿ.
ಕುಂಬಳಕಾಯಿ,ಹಸಿ ಕೊಳೆ ರೋಗ (Choanephora),ಕೋನಿಫೋರಾ ಕುಕುರ್ಬಿಟಾರಮ್,ಹೂವು ಮತ್ತು ಎಳೆಯ ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ಕೂದಲಿನಂತ ಬೂಸಲು. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಒಣಗಿದ ಹೂವುಗಳನ್ನು ತೆಗೆದುಹಾಕಿ.
ಮೂಲಂಗಿ,ಬಿಳಿ ತುಕ್ಕು ರೋಗ (White Rust),ಅಲ್ಬುಗೋ ಪ್ರಭೇದ,ಎಲೆ ಕೆಳಗೆ ಬಿಳಿ ಸೀಮೆಸುಣ್ಣದಂತಹ ಚುಕ್ಕೆಗಳು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ರೋಗವಿರುವ ಗಿಡಗಳನ್ನು ತಕ್ಷಣ ಕಿತ್ತುಹಾಕಿ.
ಮೂಲಂಗಿ,ಅಲ್ಟರ್ನೇರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಪ್ರಭೇದ,ಎಲೆ ಮೇಲೆ ಗುರಿ ಫಲಕದಂತ ಕಪ್ಪು ಚುಕ್ಕೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಹಳೆಯ ಬೆಳೆ ಉಳಿಕೆಗಳನ್ನು ಸುಟ್ಟು ಹಾಕಿ.
ಮೂಲಂಗಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಸ್ಯೂಡೋಪೆರೋನೋಸ್ಪೋರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ, ಕೆಳಗೆ ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ. ಎತ್ತರಿಸಿದ ಪಾತಿಗಳಲ್ಲಿ ಬಿತ್ತನೆ ಮಾಡಿ."
ಮೂಲಂಗಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಸಿಟ್ರುಲಿನಾ,ಎಲೆ ಮೇಲೆ ಬೂದು ಮಧ್ಯಭಾಗವಿರುವ ಚುಕ್ಕೆಗಳು. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಕೆಳಗಿನ ಹಳೆಯ ಎಲೆಗಳನ್ನು ಕಿತ್ತು ಹಾಕಿ.
ಮೂಲಂಗಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಪ್ಪು ಕೊಳೆತ,ಜಾಂಥೋಮೋನಾಸ್ ಪ್ರಭೇದ,ಎಲೆ ಅಂಚಿನಲ್ಲಿ 'V' ಆಕಾರದ ಹಳದಿ ಮಚ್ಚೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬಳಸಿ. ಬಿಸಿ ನೀರಿನಲ್ಲಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ.
ಮೂಲಂಗಿ,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮುದುಡುವುದು ಮತ್ತು ಮಚ್ಚೆ ಕಾಣುವುದು. ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ಹತೋಟಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ನಾಶಪಡಿಸಿ.
ಮೂಲಂಗಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಎಲೆ ಒಂದು ಬದಿ ಹಳದಿಯಾಗಿ ಗಿಡ ಬಾಡುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಬೆರೆಸಿ.
ಮೂಲಂಗಿ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಸಿಗಳು ನೆಲಕ್ಕೆ ಉರುಳಿ ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ (10g/kg) ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ.
ಮೂಲಂಗಿ,ಕಜ್ಜಿ ರೋಗ (Scab),ಕ್ಲಾಡೋಸ್ಪೊರಿಯಂ ಕುಕುಮೆರಿನಮ್,ಮೂಲಂಗಿ ಚರ್ಮದ ಮೇಲೆ ಒರಟಾದ ಕಂದು ಕಲೆಗಳು. ಮಣ್ಣಿನಲ್ಲಿ ಯಾವಾಗಲೂ ಹದವಾದ ತೇವಾಂಶವಿರಲಿ. ಹಸಿ ಸಗಣಿ ಗೊಬ್ಬರ ಬಳಸಬೇಡಿ.
ಮೂಲಂಗಿ,ಗಂಟು ಬೇರು (Clubroot),ಪ್ಲಾಸ್ಮೋಡಿಯೋಫೋರಾ / ಮೆಲೋಯಿಡೋಗೈನೆ,ಹಗಲು ಬಾಡುವುದು ಮತ್ತು ಬೇರು ಗಂಟಾಗುವುದು. ಭೂಮಿ ಸಿದ್ಧತೆ ವೇಳೆ ಸುಣ್ಣ (Lime) ಬಳಸಿ. 3 ವರ್ಷ ಅಲ್ಲಿ ಮೂಲಂಗಿ ಬೆಳೆಯಬೇಡಿ.
ಮೂಲಂಗಿ,ಬೇರು ಕೊಳೆತ (Rhizoctonia),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಬೇರಿನ ಬುಡದಲ್ಲಿ ತಗ್ಗು ಬಿದ್ದ ಒಣ ಮಚ್ಚೆಗಳು. ಥಿಯೋಫನೇಟ್ ಮಿಥೈಲ್ ಸಿಂಪಡಿಸಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಆಳವಾದ ಉಳುಮೆ ಮಾಡಿ.
ಮೂಲಂಗಿ,ಕಪ್ಪು ಬೇರು ರೋಗ (Black Root),ಫೋಮಾಪ್ಸಿಸ್ / ಥಿಯಲವಿಯೋಪ್ಸಿಸ್,ಮೂಲಂಗಿ ಕಪ್ಪಾಗುತ್ತದೆ. ಫೆನಾಮಿಡೋನ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಬಳಸಿ. ನೀರು ನಿಲ್ಲುವ ಭಾರೀ ಮಣ್ಣಿನಲ್ಲಿ ಇದನ್ನು ಬೆಳೆಯಬೇಡಿ.
ಮೂಲಂಗಿ,ಮೆದು ಕೊಳೆತ (Soft Rot),ಪೆಕ್ಟೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಕ್ಯಾರೋಟೋವೋರಮ್,ಬೇರು ಮೆತ್ತಗಾಗಿ ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಕಳೆ ಕೀಳುವಾಗ ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ಬುಡಕ್ಕೆ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ.
ಮೂಲಂಗಿ,ಫಿಲೋಡಿ (Phyllody),ಫೈಟೋಪ್ಲಾಸ್ಮಾ,ಹೂವುಗಳು ಹಸಿರು ಎಲೆಗಳಂತಾಗುತ್ತವೆ. ಜಿಗಿನೊಣಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ಕಿತ್ತುಹಾಕಿ.
ಮೂಲಂಗಿ,ಬೋರಾನ್ ಕೊರತೆ,ಬೋರಾನ್ ಕೊರತೆ,ಮೂಲಂಗಿ ಒಳಗೆ ಕಂದಾಗುವುದು ಅಥವಾ ಸೀಳುವುದು. ಹೂ ಬಿಡುವಾಗ ಬೋರಾಕ್ಸ್ (2g/L) ಸಿಂಪಡಿಸಿ.
ಮೂಲಂಗಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಗಿಡ ಕುಂಠಿತವಾಗಿ ಹಳದಿಯಾಗುತ್ತದೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (250kg/acre) ಬಳಸಿ.
ಹೀರೆಕಾಯಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಸ್ಯೂಡೋಪೆರೋನೋಸ್ಪೋರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ, ಕೆಳಗೆ ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಬಳಸಿ. ಚಪ್ಪರ (Trellis) ಪದ್ಧತಿ ಅನುಸರಿಸಿ."
ಹೀರೆಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಸಿಕೋರಾಸಿಯಾರಮ್,ಎಲೆಗಳ ಎರಡು ಬದಿ ಬಿಳಿ ಪುಡಿ. ಹೆಕ್ಸಾಕೊನಜೋಲ್ ಅಥವಾ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಿತ ನೀರು ಬಳಸಬಹುದು.
ಹೀರೆಕಾಯಿ,ಹಳದಿ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಝುಕಿನಿ ಯೆಲ್ಲೋ ಮೊಸಾಯಿಕ್ ವೈರಸ್ (ZYMV),ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ ಮತ್ತು ಗಿಡ ಕುಂಠಿತ. ಬಿಳಿ ನೊಣಗಳ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ. ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಸಿಂಪಡಿಸಿ.
ಹೀರೆಕಾಯಿ,ಸೌತೆಕಾಯಿ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕುಕುಂಬರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ವಿಕಾರವಾಗಿ ಹಸಿರು-ಹಳದಿ ಮಚ್ಚೆ ಮೂಡುತ್ತದೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ಬದುಗಳಲ್ಲಿರುವ ಕಳೆ ಕಿತ್ತುಹಾಕಿ.
ಹೀರೆಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಕೆಳಗಿನ ಎಲೆಯಿಂದ ಹಳದಿಯಾಗಿ ಬಳ್ಳಿ ಒಣಗುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಬೆರೆಸಿ.
ಹೀರೆಕಾಯಿ,ಅಂತ್ರಾಕ್ನೋಸ್ (Anthracnose),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಆರ್ಬಿಕ್ಯುಲೇರ್,ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಕಪ್ಪು ಚುಕ್ಕೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಬೀಜಕ್ಕೆ ಥೈರಾಮ್‌ನಿಂದ ಉಪಚಾರ ಮಾಡಿ.
ಹೀರೆಕಾಯಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಸಿಟ್ರುಲಿನಾ,ಎಲೆ ಮೇಲೆ ಬೂದು ಮಧ್ಯಭಾಗವಿರುವ ಚುಕ್ಕೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಕೆಳಗಿನ ಎಲೆ ಸವರಿ ಗಾಳಿಯಾಡುವಂತೆ ನೋಡಿ.
ಹೀರೆಕಾಯಿ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ನರ್ಸರಿಯಲ್ಲಿ ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ (10g/kg) ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಕಾಪರ್ ಔಷಧದಿಂದ ಮಣ್ಣು ನೆನೆಸಿ.
ಹೀರೆಕಾಯಿ,ಹಣ್ಣು ಕೊಳೆತ (Phytophthora),ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಪ್ಸಿಸಿ,ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಹತ್ತಿಯಂತ ಬೂಸಲು ಬರುತ್ತದೆ. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿಯನ್ನು ಕಡ್ಡಾಯವಾಗಿ ಚಪ್ಪರಕ್ಕೆ ಹಬ್ಬಿಸಿ.
ಹೀರೆಕಾಯಿ,ಕೋನೀಯ ಎಲೆ ಚುಕ್ಕೆ,ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿರಿಂಗೆ,ಎಲೆ ಮೇಲೆ ಚೌಕಾಕಾರದ ನೀರಿನಂತ ಚುಕ್ಕೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬಳಸಿ.
ಹೀರೆಕಾಯಿ,ಸ್ಕ್ಯಾಬ್ ರೋಗ (Scab),ಕ್ಲಾಡೋಸ್ಪೊರಿಯಂ ಕುಕುಮೆರಿನಮ್,ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಚುಕ್ಕೆಗಳಾಗಿ ದ್ರವ ಬರುತ್ತದೆ. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಬೇಗನೆ ನಾಟಿ ಮಾಡಬೇಡಿ.
ಹೀರೆಕಾಯಿ,ಅಂಟು ಕಾಂಡದ ರೋಗ (Gummy Stem),ಡಿಡಿಮೆಲ್ಲಾ ಬ್ರಯೋನಿಯೇ,ಕಾಂಡದಿಂದ ಕೆಂಪು-ಕಂದು ಅಂಟು ಬರುತ್ತದೆ. ಥಿಯೋಫನೇಟ್ ಮಿಥೈಲ್ ಸಿಂಪಡಿಸಿ. ರೋಗಮುಕ್ತ ಬೀಜ ಬಳಸಿ.
ಹೀರೆಕಾಯಿ,ಬುಡ ಕೊಳೆತ (Belly Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ನೆಲಕ್ಕೆ ತಾಗುವ ಹಣ್ಣು ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಕೊಳೆಯುತ್ತದೆ. ಚಪ್ಪರ ಬಳಸಿ ಅಥವಾ ಹಣ್ಣಿನ ಕೆಳಗೆ ಒಣಹುಲ್ಲು ಹಾಕಿ.
ಹೀರೆಕಾಯಿ,ಹಸಿ ಕೊಳೆ ರೋಗ (Choanephora),ಕೋನಿಫೋರಾ ಕುಕುರ್ಬಿಟಾರಮ್,ಹೂವು ಮತ್ತು ಎಳೆಯ ಹಣ್ಣು ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತವೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಮೊಗದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ.
ಹೀರೆಕಾಯಿ,ಅಲ್ಟರ್ನೇರಿಯಾ ಅಂಗಮಾರಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಕುಕುಮೆರಿನಾ,ಎಲೆ ಮೇಲೆ ಕಂದು ವೃತ್ತಾಕಾರದ ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಸರಿಯಾದ ಪ್ರಮಾಣದಲ್ಲಿ NPK ಗೊಬ್ಬರ ನೀಡಿ.
ಹೀರೆಕಾಯಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಗಿಡ ಹಳದಿಯಾಗಿ ಕುಂಠಿತವಾಗುತ್ತದೆ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಬಳಸಿ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸುವುದು ಉತ್ತಮ.
ಪಾಲಕ್,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಸ್ಯೂಡೋಪೆರೋನೋಸ್ಪೋರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆ, ಕೆಳಗೆ ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ (2g/L) ಬಳಸಿ. ಎಲೆಗಳು ರಾತ್ರಿ ವೇಳೆ ಒಣಗಿರಲಿ."
ಪಾಲಕ್,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಸಿಟ್ರುಲಿನಾ,ಬಿಳಿ ಮಧ್ಯಭಾಗವಿರುವ ಸಣ್ಣ ಕಂದು ಚುಕ್ಕೆಗಳು. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಕೆಳಗಿನ ಹಳೆಯ ಎಲೆ ಕಿತ್ತುಹಾಕಿ.
