Fruit Common Name ,Disease Name (Type),Treatment Methods,Scientific name
ಮಾವಿನ ಹಣ್ಣು,ತುದಿ ಕೊಳೆತ / ಸ್ಟೈಲರ್ ಎಂಡ್ ರಾಟ್  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಬಿದ್ದ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. ಹೂವು ಮತ್ತು ಕಾಯಿ ಬಂದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಣ್ಣುಗಳನ್ನು 52 ಡಿಗ್ರಿ ಬಿಸಿ ನೀರಿನಲ್ಲಿ 10 ನಿಮಿಷ ಅದ್ದಿದರೆ ಶೇಖರಣೆಯಲ್ಲಿ ಕೊಳೆಯುವುದಿಲ್ಲ.,ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ (ಸ್ಟೈಲರ್ ಎಂಡ್ ರಾಟ್)
ಮಾವಿನ ಹಣ್ಣು,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಕಪ್ಪು ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ರೋಗ ಬಂದ ಕೊಂಬೆ ಮತ್ತು ಕಾಯಿಗಳನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಮಳೆಗಾಲದಲ್ಲಿ 5 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು 10 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬೆರೆಸಿ 3 ಬಾರಿ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಮಾವಿನ ಹಣ್ಣು,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕ್ಯಾಂಕರ್  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಗಾಳಿ ಬೆಳಕು ಬೀಳುವಂತೆ ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಹೂವು ಮತ್ತು ಕಾಯಿ ಕಂಡ ತಕ್ಷಣ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 1 ಮಿ.ಲೀ ಹೆಕ್ಸಾಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ರೋಗ ಹೆಚ್ಚಿದ್ದರೆ 15 ದಿನ ಬಿಟ್ಟು ಮತ್ತೆ ಸಿಂಪಡಿಸಿ.,ಝಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್ pv. ಮ್ಯಾಂಜಿಫೆರೆಇಂಡಿಕೆ
ಮಾವಿನ ಹಣ್ಣು,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕತ್ತರಿ ಬಳಸಿ 1 ಸೆಂ.ಮೀ ತೊಟ್ಟು ಇರುವಂತೆ ಕೊಯ್ಲು ಮಾಡಿ. ಹಣ್ಣು ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಕೊಯ್ಲಿಗೆ 15 ದಿನ ಮುಂಚೆ ಮರಕ್ಕೆ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಸಿಂಪಡಿಸಿ.,ಓಡಿಯಮ್ ಮ್ಯಾಂಜಿಫೆರೆ
ಮಾವಿನ ಹಣ್ಣು,ತೊಟ್ಟು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಜಿಗಿ ಹುಳುಗಳನ್ನು ನಿಯಂತ್ರಿಸಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ. ಹಣ್ಣನ್ನು ನೀರಿನಲ್ಲಿ ತೊಳೆದರೆ ಮಸಿ ಹೋಗುತ್ತದೆ. ಮರದ ಮೇಲೆ ಗಂಜಿ ದ್ರಾವಣ (ಮೈದಾ) ಸಿಂಪಡಿಸಿದರೆ ಒಣಗಿದ ನಂತರ ಮಸಿ ಪದರದೊಂದಿಗೆ ಕಿತ್ತು ಬರುತ್ತದೆ.,ಲಾಸಿಯೋಡಿಪ್ಲೋಡಿಯಾ ಥಿಯೋಬ್ರೋಮೆ
ಮಾವಿನ ಹಣ್ಣು,ಮಸಿ ರೋಗ  (ಕೀಟ ಬಾಧೆ),"ಇಟ್ಟಿಗೆ ಗೂಡುಗಳಿಂದ ಕನಿಷ್ಠ 1.5 ಕಿ.ಮೀ ದೂರದಲ್ಲಿ ತೋಟ ಬೆಳೆಸಿ. ಹೂವು ಬಂದಾಗ, ಕಾಯಿ ಗೋಲಿ ಗಾತ್ರ ಮತ್ತು ಅರ್ಧ ಬೆಳೆದಾಗ ಹೀಗೆ ಮೂರು ಬಾರಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 6 ಗ್ರಾಂ ಬೊರಾಕ್ಸ್ ಅಥವಾ 10 ಗ್ರಾಂ ಸೋಡಾ ಪುಡಿ ಸಿಂಪಡಿಸಿ.",ಕ್ಯಾಪ್ನೋಡಿಯಮ್ ಮ್ಯಾಂಜಿಫೆರಮ್
ಮಾವಿನ ಹಣ್ಣು,ಬ್ಲ್ಯಾಕ್ ಟಿಪ್ / ಕಪ್ಪು ತುದಿ  (ಹೊಗೆ ಹಾನಿ),ಎಕರೆಗೆ 10 ಮೀಥೈಲ್ ಯುಜಿನಾಲ್ ಬಲೆ ಹಾಕಿ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಹೂತುಹಾಕಿ. ಹಣ್ಣಿನ ಮೇಲೆ ಔಷಧ ಸಿಂಪಡಿಸಬೇಡಿ; ಬೆಲ್ಲ ಮತ್ತು ಮಲಾಥಿಯಾನ್ ಮಿಶ್ರಣವನ್ನು ಮರದ ಕಾಂಡಕ್ಕೆ ಸಿಂಪಡಿಸಿ ನೊಣಗಳನ್ನು ಕೊಲ್ಲಿ.,ದೈಹಿಕ (ಬ್ಲ್ಯಾಕ್ ಟಿಪ್ - ಬೋರಾನ್/ಹೊಗೆ)
ಮಾವಿನ ಹಣ್ಣು,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಗಂಟು ಕಟ್ಟಿದ ಹೂವಿನ ಗೊಂಚಲು ಕಂಡ ತಕ್ಷಣ ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಅಕ್ಟೋಬರ್ ತಿಂಗಳಲ್ಲಿ ಹೂವು ಬರುವ ಮುನ್ನ 4.5 ಲೀಟರ್ ನೀರಿಗೆ 1 ಮಿ.ಲೀ ಪ್ಲಾನೋಫಿಕ್ಸ್ (NAA) ಸಿಂಪಡಿಸಿ.,ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ ಡಾರ್ಸಾಲಿಸ್
ಮಾವಿನ ಹಣ್ಣು,ಮಾವು ವಿರೂಪ ರೋಗ / ಬಂಕಿ  (ಸಮಸ್ಯೆ),ಗಾಳಿ ಆಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಕಾಯಿ ಬಟಾಣಿ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.,ಫ್ಯುಸಾರಿಯಂ ಮ್ಯಾಂಜಿಫೆರೆ (ಮಾವು ವಿರೂಪ ರೋಗ)
ಮಾವಿನ ಹಣ್ಣು,ಸ್ಕ್ಯಾಬ್ / ಕಜ್ಜಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮರಕ್ಕೆ ಸರಿಯಾದ ಗೊಬ್ಬರ ನೀಡಿ. ಬೇಸಿಗೆಯ ಆರಂಭದಲ್ಲಿ ಅಥವಾ ಚುಕ್ಕೆ ಕಂಡಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಶೇ. 1 ರ ಬೋರ್ಡೋ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.,ಎಲ್ಸಿನೋ ಮ್ಯಾಂಜಿಫೆರೆ
ಹಿಪ್ಪುನೇರಳೆ,ಕೆಂಪು ತುಕ್ಕು / ಪಾಚಿ ರೋಗ  (ಪಾಚಿ),ಹಣ್ಣು ಊದಿಕೊಂಡು ಗಟ್ಟಿಯಾಗಿ ಪಾಪ್‌ಕಾರ್ನ್ ನಂತೆ ಬಿಳಿಯಾಗುತ್ತದೆ ಮತ್ತು ಮಾಗುವುದಿಲ್ಲ. ನೆಲಕ್ಕೆ ಬಿದ್ದ ಮತ್ತು ಸೋಂಕಿತ ಬಿಳಿ ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. ಹೂವು ಬಿಡುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಶೇ.1 ರ ಬೋರ್ಡೋ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.,ಸೆಫಾಲ್ಯೂರೋಸ್ ವಿರೆಸೆನ್ಸ್
ಹಿಪ್ಪುನೇರಳೆ,ಪಾಪ್‌ಕಾರ್ನ್ ರೋಗ / ಬಿಳಿ ಹಣ್ಣು  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮಾಗಿದ ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ನೀರಾಗಿ ಬೂದು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಗಿಡದಲ್ಲಿ ಗಾಳಿ ಆಡುವಂತೆ ಕತ್ತರಿಸಿ (ಪ್ರೂನಿಂಗ್). ಹಣ್ಣು ಮಾಗಿದ ಕೂಡಲೇ ಕೊಯ್ಲು ಮಾಡಿ. ಕಾಯಿ ಕಟ್ಟುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 2 ಗ್ರಾಂ ಕ್ಯಾಪ್ಟಾನ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿಗೆ ಹತ್ತಿರವಿದ್ದಾಗ ಸಿಂಪಡಿಸಬೇಡಿ.,ಸಿಬೋರಿಯಾ ಕ್ಯಾರಂಕುಲಾಯ್ಡ್ಸ್ ಅಥವಾ ಫ್ಯುಸಾರಿಯಂ
ಹಿಪ್ಪುನೇರಳೆ,ಬೂದು ಬೂಷ್ಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಒಣಗಿ ಗಟ್ಟಿಯಾಗಿ ಉದುರುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಹತ್ತಿಯಂತಹ ಬೂಷ್ಟು ಕಾಣುತ್ತದೆ. ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ಸ್ವಚ್ಛವಾಗಿಡಿ. ಕಳೆ ತೆಗೆಯುವಾಗ ಮಣ್ಣು ಗಿಡಕ್ಕೆ ತಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಹೂವು ಬಿಡುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.,ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ
ಹಿಪ್ಪುನೇರಳೆ,ಒಣ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಿತ್ತಳೆ ಬಣ್ಣದ ಪುಡಿ ಚುಕ್ಕೆಗಳು ಬರುತ್ತವೆ. ಬಿದ್ದ ಎಲೆ ಮತ್ತು ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 1 ಮಿ.ಲೀ ಟೆಬುಕ್ಯಾನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ತೋಟ ಸ್ವಚ್ಛವಾಗಿಡುವುದು ಮುಖ್ಯ.,ಫೊಮೊಪ್ಸಿಸ್ / ಕೊನಿಯೆಲ್ಲಾ ಗ್ರಾನಟಿ
ಹಿಪ್ಪುನೇರಳೆ,ಹಣ್ಣು ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ಚುಕ್ಕೆಗಳು ಬಂದು ಹಣ್ಣು ಪೂರ್ತಿ ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ರೋಗ ಬಂದ ಕೊಂಬೆ ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು 2 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ. ಗಿಡದ ಮೇಲೆ ನೀರು ಸಿಂಪಡಿಸಬೇಡಿ (ಸ್ಪ್ರಿಂಕ್ಲರ್ ಬಳಸಬೇಡಿ).,ಸ್ಫಾಸೆಲೋಮಾ ಪ್ಯೂನಿಕೆ
ಕರಬೂಜ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ / ಕಪ್ಪು ಕೊಳೆತ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),"ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ಬಿಳಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ, ವಿಶೇಷವಾಗಿ ಒದ್ದೆ ಮಣ್ಣಿಗೆ ತಾಗುವ ಕಡೆ. ಹಣ್ಣಿನ ಅಡಿಯಲ್ಲಿ ಪ್ಲಾಸ್ಟಿಕ್ ಮಲ್ಚ್ ಅಥವಾ ಒಣ ಹುಲ್ಲು ಹಾಕಿ. ತೋಟದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ. ಮಳೆ ಹೆಚ್ಚಿದ್ದರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮೆಟಾಲಾಕ್ಸಿಲ್ ಮತ್ತು ಮ್ಯಾಂಕೋಜೆಬ್ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ.",ಝಾಂಥೋಮೋನಾಸ್ ಆಕ್ಸಾನೋಪೋಡಿಸ್ pv. ಪ್ಯೂನಿಕೆ
ಕರಬೂಜ,ಹಣ್ಣು ಕೊಳೆತ / ಒದ್ದೆ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಚುಕ್ಕೆಗಳು ಬಂದು ಗುಲಾಬಿ ಬಣ್ಣದ ಅಂಟು ಬರುತ್ತದೆ. ಹಳೆಯ ಬಳ್ಳಿ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಅಥವಾ 1 ಗ್ರಾಂ ಥಿಯೋಫನೇಟ್ ಮೀಥೈಲ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಣ್ಣನ್ನು ತಕ್ಷಣ ತಂಪು ಮಾಡಿ.,ಫೈಟೊಫ್ಥೋರಾ ನಿಕೋಟಿಯಾನ
ಕರಬೂಜ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಬಿಸಿಲು ಬೀಳುವ ಹಣ್ಣಿನ ಭಾಗ ಬಿಳಿಯಾಗಿ ಸಿಪ್ಪೆ ತೆಳುವಾಗುತ್ತದೆ. ಗಿಡದಲ್ಲಿ ಎಲೆಗಳು ಹಣ್ಣಿಗೆ ನೆರಳು ನೀಡುವಂತೆ ಗೊಬ್ಬರ ಕೊಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಹಣ್ಣಿಗೆ ಒಣ ಹುಲ್ಲು, ಕಾಗದ ಅಥವಾ ಎಲೆಯಿಂದ ಮುಚ್ಚಿ ರಕ್ಷಿಸಿ.",ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಕರಬೂಜ,ಬಿಸಿಲು ಆಘಾತ  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಹಣ್ಣಿನ ತೊಟ್ಟು ಅಥವಾ ಮಣ್ಣಿಗೆ ತಾಗುವ ಕಡೆ ಬಿಳಿ ಅಥವಾ ಗುಲಾಬಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ರೋಗ ನಿರೋಧಕ ತಳಿ ಬಳಸಿ. ಕತ್ತರಿ ಬಳಸಿ ಕೊಯ್ಲು ಮಾಡಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಣ್ಣನ್ನು 55 ಡಿಗ್ರಿ ಬಿಸಿ ನೀರಿನಲ್ಲಿ 2 ನಿಮಿಷ ಅದ್ದಿ. ಕಳೆ ತೆಗೆಯುವಾಗ ಹಣ್ಣಿಗೆ ಗಾಯವಾಗದಂತೆ ಎಚ್ಚರವಹಿಸಿ.,ಬಿಸಿಲು ಆಘಾತ
ಕರಬೂಜ,ಫ್ಯುಸಾರಿಯಂ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಒಡೆದು ಕೊಳೆಯುತ್ತದೆ. ರೋಗಮುಕ್ತ ಬೀಜ ಬಳಸಿ. ರೋಗ ಕಂಡರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಮತ್ತು ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ. ಸ್ಪ್ರಿಂಕ್ಲರ್ ನೀರಾವರಿ ಬಳಸಬೇಡಿ.,ಫ್ಯುಸಾರಿಯಂ ಪ್ರಭೇದ
ಕರಬೂಜ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮಚ್ಚೆ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣು ಮೇಲಿಂದ ಚೆನ್ನಾಗಿ ಕಂಡರೂ ಒಳಗೆ ಹುಳುಗಳಿರುತ್ತವೆ. ಎಕರೆಗೆ 10 ಮೀಥೈಲ್ ಯುಜಿನಾಲ್ ಬಲೆ ಹಾಕಿ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಆಳವಾಗಿ ಹೂತುಹಾಕಿ. ಬೆಲ್ಲ ಮತ್ತು ಮಲಾಥಿಯಾನ್ ಮಿಶ್ರಣವನ್ನು ಎಲೆಗಳ ಮೇಲೆ ಸಿಂಪಡಿಸಿ ನೊಣಗಳನ್ನು ಕೊಲ್ಲಿ (ಹಣ್ಣಿನ ಮೇಲೆ ಬೇಡ).,ಝಾಂಥೋಮೋನಾಸ್ ಪ್ರಭೇದ
ಕರಬೂಜ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಹಣ್ಣು ವಿರೂಪಗೊಂಡು ಕಡು ಹಸಿರು ಮತ್ತು ತಿಳಿ ಹಸಿರು ಮಚ್ಚೆಗಳು ಬರುತ್ತವೆ. ರುಚಿ ಕೆಡುತ್ತದೆ. ತೋಟದ ಸುತ್ತ ಕಳೆ ತೆಗೆಯಿರಿ. ರೋಗ ಬಂದ ಗಿಡ ಕಿತ್ತು ಹಾಕಿ. ನುಸಿ ನಿಯಂತ್ರಿಸಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಮಿ.ಲೀ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಅಥವಾ 2 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.,ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ ಪ್ರಭೇದ
ಕಿತ್ತಳೆ,ಅಂಟು ರೋಗ / ಕಂದು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಕಂದಾಗಿ ಕೊಳೆತು ವಾಸನೆ ಬರುತ್ತದೆ. ತೋಟದಲ್ಲಿ ನೀರು ಹರಿದು ಹೋಗುವಂತೆ ಮಾಡಿ. ಕಾಂಡಕ್ಕೆ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಮಳೆಗಾಲದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮೆಟಾಲಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ. ಹಣ್ಣಿಗೆ ಗಾಯವಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.,ಫೈಟೊಫ್ಥೋರಾ ಪ್ರಭೇದ
ಕಿತ್ತಳೆ,ಸಿಟ್ರಸ್ ಸ್ಕ್ಯಾಬ್ / ಕಜ್ಜಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಮೇಲೆ ಒರಟಾದ ಕಜ್ಜಿ ಬರುತ್ತದೆ. ರೋಗ ಬಂದ ಕೊಂಬೆ ಮತ್ತು ಹಣ್ಣು ಕತ್ತರಿಸಿ. ಹೊಸ ಚಿಗುರು ಬಂದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಅಂತರವಿದ್ದರೆ ರೋಗ ಕಡಿಮೆ.,ಎಲ್ಸಿನೋ ಫಾಸೆಟಿ
ಕಿತ್ತಳೆ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮಳೆಗಾಲದಲ್ಲಿ ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಚುಕ್ಕೆ ಬಂದು ಕೊಳೆಯುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ತೆಗೆಯಿರಿ. ಹೂವು ಮತ್ತು ಕಾಯಿ ಬಿಡುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿ ಆಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಕಿತ್ತಳೆ,ಹಸಿರು ಬೂಷ್ಟು  (ಶೇಖರಣಾ ರೋಗ),ಗಾಯವಾದ ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ಹಸಿರು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಎಚ್ಚರಿಕೆಯಿಂದ ಕೊಯ್ಲು ಮಾಡಿ. ಹಾಳಾದ ಹಣ್ಣು ತೆಗೆಯಿರಿ. ಶೇಖರಣಾ ಕೊಠಡಿ ಸ್ವಚ್ಛವಾಗಿಡಿ. ಹಣ್ಣನ್ನು ಬಿಸಿ ನೀರಿನಲ್ಲಿ ತೊಳೆಯಿರಿ ಅಥವಾ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.,ಪೆನಿಸಿಲಿಯಮ್ ಡಿಜಿಟಾಟಮ್
ಕಿತ್ತಳೆ,ನೀಲಿ ಬೂಷ್ಟು  (ಶೇಖರಣಾ ರೋಗ),ಇದು ಹಸಿರು ಬೂಷ್ಟಿನಂತೆಯೇ ಆದರೆ ನೀಲಿ ಬಣ್ಣವಿರುತ್ತದೆ. ಸಾಗಾಣಿಕೆ ವೇಳೆ ಹಣ್ಣು ಒಣಗಿರಲಿ. ತಂಪಾದ ಗಾಳಿ ಆಡುವ ಜಾಗದಲ್ಲಿ ಶೇಖರಿಸಿ. ಕೊಯ್ಲು ಮತ್ತು ಪ್ಯಾಕಿಂಗ್ ವೇಳೆ ಸ್ವಚ್ಛತೆ ಕಾಪಾಡಿ.,ಪೆನಿಸಿಲಿಯಮ್ ಇಟಾಲಿಕಮ್
