Fruit Common Name ,Disease Name (Type),Treatment Methods,Scientific name
ಕಿತ್ತಳೆ,ಹುಳಿ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ಹುಳಿ ವಾಸನೆ ಬರುತ್ತದೆ. ಹಣ್ಣಿಗೆ ಗಾಯವಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ತೋಟ ಸ್ವಚ್ಛವಾಗಿಡಿ. ಕೊಳೆತ ಹಣ್ಣು ತೆಗೆಯಿರಿ. ಶೇಖರಣಾ ಕೊಠಡಿ ಸ್ವಚ್ಛವಾಗಿಡಿ ಮತ್ತು ಹಣ್ಣನ್ನು ಬೇಗ ಮಾರುಕಟ್ಟೆಗೆ ಕಳುಹಿಸಿ.,ಜಿಯೋಟ್ರೈಕಮ್ ಸಿಟ್ರಿ-ಆರಾಂಟಿ
ಕಿತ್ತಳೆ,ತೊಟ್ಟು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ತೊಟ್ಟಿನ ಭಾಗದಿಂದ ಕೊಳೆಯಲು ಶುರುವಾಗುತ್ತದೆ. ಕತ್ತರಿ ಬಳಸಿ ಕೊಯ್ಲು ಮಾಡಿ, ಎಳೆಯಬೇಡಿ. ಒದ್ದೆ ಹಣ್ಣುಗಳನ್ನು ರಾಶಿ ಹಾಕಬೇಡಿ. ಕೊಯ್ಲಿಗೆ ಮುನ್ನ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಸಿಂಪಡಿಸಿ.",ಡಿಪ್ಲೋಡಿಯಾ ನಟಾಲೆನ್ಸಿಸ್
ಕಿತ್ತಳೆ,ಹಣ್ಣು ಉದುರುವಿಕೆ  (ಸಮಸ್ಯೆ),ನೀರಿನ ಕೊರತೆ ಅಥವಾ ಪೋಷಕಾಂಶದ ಕೊರತೆಯಿಂದ ಹಣ್ಣು ಹಳದಿಯಾಗಿ ಉದುರುತ್ತದೆ. ನಿಯಮಿತವಾಗಿ ನೀರು ಮತ್ತು ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ಕೊಡಿ. ಕಾಯಿ ಕಟ್ಟುವಾಗ 4.5 ಲೀಟರ್ ನೀರಿಗೆ 1 ಮಿ.ಲೀ ಪ್ಲಾನೋಫಿಕ್ಸ್ (NAA) ಸಿಂಪಡಿಸಿ. ಕೀಟ ನಿಯಂತ್ರಿಸಿ.,ದೈಹಿಕ ಹಣ್ಣು ಉದುರುವಿಕೆ
ಕಿತ್ತಳೆ,ಬಿಸಿಲು ಆಘಾತ  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಬಿಸಿಲಿನಿಂದ ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಕಲೆ ಬರುತ್ತದೆ. ಗಿಡದಲ್ಲಿ ಎಲೆಗಳು ನೆರಳು ನೀಡುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ ಮತ್ತು ನೀರು ಕೊಡಿ. ಅತಿಯಾದ ಬಿಸಿಲಿದ್ದರೆ ನೆರಳು ಪರದೆ ಬಳಸಿ.,ಬಿಸಿಲು ಆಘಾತ
ಕಿತ್ತಳೆ,ಮಸಿ ರೋಗ  (ಕೀಟ ಬಾಧೆ),ಕೀಟಗಳ ಬಾಧೆಯಿಂದ ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ಮಸಿ ಬರುತ್ತದೆ. 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ ಕೀಟ ನಿಯಂತ್ರಿಸಿ. ಹಣ್ಣನ್ನು ತೊಳೆದರೆ ಮಸಿ ಹೋಗುತ್ತದೆ.,ಕ್ಯಾಪ್ನೋಡಿಯಮ್ ಪ್ರಭೇದ
ಕಿತ್ತಳೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಕಪ್ಪು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮಾಗಿದ ಹಣ್ಣಿನ ಮೇಲೆ ಕಡು ಕಂದು ಅಥವಾ ಕಪ್ಪು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಸೋಂಕಿತ ಹಣ್ಣು ತೆಗೆಯಿರಿ. ರೋಗ ಲಕ್ಷಣ ಕಂಡಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ.,ಆಲ್ಟರ್ನೇರಿಯಾ ಸಿಟ್ರಿ
ಕಿತ್ತಳೆ,ಫೈಟೋಫthora ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಒದ್ದೆ ಮಣ್ಣಿಗೆ ತಾಗುವ ಹಣ್ಣು ಕೊಳೆಯುತ್ತದೆ. ತೋಟದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ ಹಣ್ಣು ನೆಲಕ್ಕೆ ತಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಮಳೆಗಾಲದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮೆಟಾಲಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ.,ಫೈಟೊಫ್ಥೋರಾ ಪ್ರಭೇದ
ಭತ್ತ,ಬೆಂಕಿ ರೋಗ / ಕುತ್ತಿಗೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೆನೆಯ ಕುತ್ತಿಗೆಯಲ್ಲಿ ಕಂದು ಕಲೆ ಬಂದರೆ ಯೂರಿಯಾ ಕೊಡುವುದನ್ನು ನಿಲ್ಲಿಸಿ. ತೆನೆ ಹೊರಬರುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 0.6 ಗ್ರಾಂ ಟ್ರೈಸೈಕ್ಲೋಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಬೀಜವನ್ನು ಸ್ಯೂಡೋಮೋನಾಸ್ ದ್ರಾವಣದಲ್ಲಿ ನೆನೆಸಿ.,ಮ್ಯಾಗ್ನಾಪೋರ್ಥೆ ಒರೈಝೆ (ಬೆಂಕಿ ರೋಗ)
ಭತ್ತ,ಗಂಟು ರೋಗ / ಲಕ್ಷ್ಮಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಕಾಳುಗಳು ಹಳದಿ ಅಥವಾ ಹಸಿರು ಉಂಡೆಯಂತಾಗುತ್ತವೆ. ತೆನೆ ಬರುವ ಮುನ್ನ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಅಥವಾ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಗಂಟುಗಳನ್ನು ಆರಿಸಿ ಸುಟ್ಟುಹಾಕಿ, ಬದುವಿನ ಮೇಲೆ ಎಸೆಯಬೇಡಿ.",ಉಸ್ಟಿಲಾಜಿನಾಯ್ಡಿಯಾ ವಿರೆನ್ಸ್ (ಗಂಟು ರೋಗ)
ಭತ್ತ,ಉದ್ಬತ್ತಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೆನೆಗಳು ಅಗರಬತ್ತಿಯಂತೆ ಕಡ್ಡಿಯಾಗುತ್ತವೆ. ರೋಗ ಬಂದ ಗಿಡವನ್ನು ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಬೀಜವನ್ನು 52 ಡಿಗ್ರಿ ಬಿಸಿ ನೀರಿನಲ್ಲಿ 10 ನಿಮಿಷ ನೆನೆಸಿ ಸಂಸ್ಕರಿಸಿ.,ಎಫೆಲಿಸ್ ಒರೈಝೆ (ಉದ್ಬತ್ತಿ ರೋಗ)
ಭತ್ತ,ಕಾಳು ಕಪ್ಪಾಗುವುದು / ಗೋಲು ರೋಗ  (ಶಿಲೀಂಧ್ರ/ಕೀಟ),ತಿಗಣೆ ಕೀಟಗಳನ್ನು ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ ನಿಯಂತ್ರಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಕಾಳನ್ನು ಚೆನ್ನಾಗಿ ಒಣಗಿಸಿ (ತೇವಾಂಶ 14% ಕ್ಕಿಂತ ಕಡಿಮೆ ಇರಲಿ). ಮಳೆಗಾಲದಲ್ಲಿ ಕೊಯ್ಲು ಮಾಡಬೇಡಿ.,ಕಾಳು ಕಪ್ಪಾಗುವುದು (ಹೆಲ್ಮಿಂಥೋಸ್ಪೋರಿಯಮ್/ಕರ್ವುಲೇರಿಯಾ)
ಭತ್ತ,ಕಾಡಿಗೆ ರೋಗ / ಕರಿ ಗಂಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹೂವು ಬಿಡುವಾಗ ಅತಿಯಾದ ಯೂರಿಯಾ ಗೊಬ್ಬರ ಕೊಡಬೇಡಿ. ತೆನೆ ಬರುವ ಹಂತದಲ್ಲಿ ಪ್ರೊಪಿಕೊನಜೋಲ್ (ಟಿಲ್ಟ್) ಸಿಂಪಡಿಸಿ. ರೋಗ ಮುಕ್ತ ಬೀಜಗಳನ್ನೇ ಬಳಸಿ.,ಟಿಲೆಟಿಯಾ ಬಾರ್ಕ್ಲಾಯಾನಾ (ಕಾಡಿಗೆ ರೋಗ)
ಭತ್ತ,ಸಾದ ರೋಗ / ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ತೆನೆಗಳು ಹಾಲು ತುಂಬದೆ ಜೊಳ್ಳಾಗುತ್ತವೆ. ಹೂವು ಬಿಡುವಾಗ ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ. 60 ಲೀಟರ್ ನೀರಿಗೆ 6 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ. ಸಂಜೆ ವೇಳೆ ನೀರು ಹಾಯಿಸಬೇಡಿ.,ಝಾಂಥೋಮೋನಾಸ್ ಒರೈಝೆ pv. ಒರೈಝೆ (ದುಂಡಾಣು ಅಂಗಮಾರಿ)
ಭತ್ತ,ಸೋಲೈ ರೋಗ / ಎಲೆ ಕವಚ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೆನೆ ಎಲೆಯ ಒಳಗೆ ಇರುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಮತ್ತು ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಕಾಂಡ ಕೊರಕ ಹುಳು ನಿಯಂತ್ರಿಸಿ. ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ಕೊಡಿ.,ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ (ಎಲೆ ಕವಚ ಕೊಳೆತ)
ಭತ್ತ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಾಳು ಕೊಳೆತ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಸೋಂಕಿತ ಹೊಲದ ನೀರು ಆರೋಗ್ಯವಂತ ಹೊಲಕ್ಕೆ ಬರದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 0.1 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು 2 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಹಸುವಿನ ಸಗಣಿ ರಸ ಸಿಂಪಡಿಸಬಹುದು.,ಬರ್ಕ್ಹೋಲ್ಡೇರಿಯಾ ಗ್ಲುಮೆ
ಭತ್ತ,ಕಂದು ಚುಕ್ಕೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮಣ್ಣಿಗೆ ಸತು (Zinc) ಮತ್ತು ಸಿಲಿಕಾನ್ ಕೊಡಿ. ಹಾಲು ತುಂಬುವ ಹಂತದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಬೀಜ ಸಂಸ್ಕರಣೆ ಮಾಡಿ.,ಹೆಲ್ಮಿಂಥೋಸ್ಪೋರಿಯಮ್ ಒರೈಝೆ
ಭತ್ತ,ಕೆಂಪು ಪಟ್ಟಿ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಗಿಡಗಳ ನಡುವೆ ಅಂತರವಿರಲಿ. ಹೊಲದ ನೀರನ್ನು ಆಗಾಗ ಬಸಿದು ಒಣಗಲು ಬಿಡಿ. ಅತಿಯಾದ ಯೂರಿಯಾ ಗೊಬ್ಬರ ಬಳಸಬೇಡಿ. ಕಾಳು ಕಟ್ಟುವಾಗ ಮಣ್ಣು ತೇವಾಂಶದಿಂದಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಬಾರದು.,ಝಾಂಥೋಮೋನಾಸ್ ಒರೈಝೆ pv. ಒರೈಜಿಕೋಲಾ
ಭತ್ತ,ಬಕಾನೆ ರೋಗ / ಮಂಜ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಗಿಡ ಅಸಹಜವಾಗಿ ಎತ್ತರ ಬೆಳೆದು ಕಾಳು ಜೊಳ್ಳಾಗುತ್ತದೆ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಬೀಜಕ್ಕೆ ಟ್ರೈಸೈಕ್ಲೋಜೋಲ್ ಲೇಪಿಸಿ. ರೋಗ ಬಂದ ಗಿಡ ಕಂಡ ತಕ್ಷಣ ಕಿತ್ತು ನಾಶಪಡಿಸಿ.,ಫ್ಯುಸಾರಿಯಂ ಫ್ಯುಜಿಕುರಾಯ್ (ಬಕಾನೆ ರೋಗ)
ಭತ್ತ,ಭತ್ತದ ಕಾಡಿಗೆ / ಟಿಲೆಟಿಯಾ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೆನೆ ಬರುವ ಮುನ್ನ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಕಪ್ಪಾದ ಕಾಳುಗಳನ್ನು ಬೇರ್ಪಡಿಸಿ. ರೋಗ ಬಂದ ಬೀಜವನ್ನು ಮುಂದಿನ ಬಿತ್ತನೆಗೆ ಬಳಸಬೇಡಿ.,ಟಿಲೆಟಿಯಾ ಬಾರ್ಕ್ಲಾಯಾನಾ
ಭತ್ತ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ತೆನೆ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಪ್ರಮಾಣೀಕೃತ ಬೀಜ ಬಳಸಿ. ಹೂವು ಬಿಡುವಾಗ ನೀರು ಬಸಿದು ಬಿಡಿ. ಜೊಳ್ಳು ಅಥವಾ ಕಂದು ಕಾಳು ಕಂಡರೆ 60 ಲೀಟರ್ ನೀರಿಗೆ 6 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಸಿಂಪಡಿಸಿ.,ಬರ್ಕ್ಹೋಲ್ಡೇರಿಯಾ ಗ್ಲುಮೆ (ತೆನೆ ರೋಗ)
ಭತ್ತ,ಹೊಟ್ಟು ರೋಗ / ಗ್ಲೂಮ್ ಬ್ಲೈಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕಾಳು ಕಟ್ಟುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ಕೊಡಿ. ಹೊಲದಲ್ಲಿ ಅತಿಯಾದ ತೇವಾಂಶ ಇರಬಾರದು.,ಫೋಮಾ / ಕರ್ವುಲೇರಿಯಾ ಪ್ರಭೇದ
ಭತ್ತ,ಕಾಂಡ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ನಾಟಿಗೆ ಮುನ್ನ ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ. ಕಾಂಡ ಕೊಳೆತರೆ ಗಿಡದ ಬುಡಕ್ಕೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಮಿ.ಲೀ ಹೆಕ್ಸಾಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಅತಿಯಾದ ಯೂರಿಯಾ ಬೇಡ.,ಸ್ಕ್ಲೆರೋಶಿಯಮ್ ಒರೈಝೆ
ಭತ್ತ,ಗಾರ್ಡನ್ ಟೋಡ್ / ಕುತ್ತಿಗೆ ಬ್ಲಾಸ್ಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೆನೆ ಬರುವಾಗ ಯೂರಿಯಾ ಕೊಡಬೇಡಿ. ರೋಗ ಲಕ್ಷಣ ಕಂಡರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 0.6 ಗ್ರಾಂ ಟ್ರೈಸೈಕ್ಲೋಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಇದು ಕುತ್ತಿಗೆ ಮುರಿಯುವುದನ್ನು ತಡೆಯುತ್ತದೆ.,ಮ್ಯಾಗ್ನಾಪೋರ್ಥೆ ಒರೈಝೆ (ಕುತ್ತಿಗೆ ಬೆಂಕಿ ರೋಗ)
ಪೀಚ್ ಹಣ್ಣು,ಕಂದು ಕೊಳೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ಕಂದಾಗುತ್ತದೆ ಮತ್ತು ಬೂದು ಬೂಷ್ಟು ಆವರಿಸುತ್ತದೆ. ಹಣ್ಣು ಗಿಡದಲ್ಲೇ ಒಣಗಿ (ಮಮ್ಮಿ) ಉಳಿಯಬಹುದು. ಚಳಿಗಾಲದಲ್ಲಿ ಮರದಲ್ಲಿ ಉಳಿದ ಒಣಗಿದ ಹಣ್ಣುಗಳನ್ನು ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಹೂವಿನ ಮೊಗ್ಗು ಗುಲಾಬಿ ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿದಾಗ ಮತ್ತು ಕೊಯ್ಲಿಗೆ 2-3 ವಾರ ಮುಂಚೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕ್ಯಾಪ್ಟಾನ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಟೆಬುಕ್ಯಾನಜೋಲ್ ಸಿಂಪಡಿಸಿ.,ಮೊನಿಲಿನಿ ಫ್ರಕ್ಟಿಕೋಲಾ
ಪೀಚ್ ಹಣ್ಣು,ಪೀಚ್ ಸ್ಕ್ಯಾಬ್ / ಕಜ್ಜಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಮೇಲೆ ಸಣ್ಣ ಕಪ್ಪು ವೆಲ್ವೆಟ್ ಚುಕ್ಕೆಗಳು ಬರುತ್ತವೆ. ಬಿಸಿಲು ಬೀಳಲು ಮರವನ್ನು ಕತ್ತರಿಸಿ (ಪ್ರೂನಿಂಗ್). ಹೂವಿನ ದಳ ಉದುರಿದ 2 ವಾರಗಳ ನಂತರ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಕ್ಯಾಪ್ಟಾನ್ ಸಿಂಪಡಿಸಿ. ಕಾಯಿ ಅರ್ಧ ಬೆಳೆಯುವವರೆಗೆ 10-14 ದಿನಕ್ಕೊಮ್ಮೆ ಸಿಂಪಡಿಸಿ.,ಕ್ಲಾಡೋಸ್ಪೊರಿಯಮ್ ಕಾರ್ಪೊಫಿಲಮ್
ಪೀಚ್ ಹಣ್ಣು,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮಚ್ಚೆ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ನೇರಳೆ-ಕಪ್ಪು ಚುಕ್ಕೆಗಳು ಬಂದು ಆಳವಾದ ಬಿರುಕು ಉಂಟಾಗುತ್ತದೆ ಮತ್ತು ಅಂಟು ಒಸರುತ್ತದೆ. ರೋಗ ನಿರೋಧಕ ತಳಿ ಬಳಸುವುದು ಉತ್ತಮ. ಆರಂಭಿಕ ಹಂತದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ (ಎಲೆ ಸುಡದಂತೆ ಎಚ್ಚರವಹಿಸಿ) ಅಥವಾ ಆಕ್ಸಿಟೆಟ್ರಾಸೈಕ್ಲಿನ್ ಸಿಂಪಡಿಸಿ.,ಝಾಂಥೋಮೋನಾಸ್ ಅರ್ಬೊರಿಕೋಲಾ pv. ಪ್ರೂನಿ
ಪೀಚ್ ಹಣ್ಣು,ಮೃದು ಕೊಳೆತ / ರೈಜೋಪಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಮಾಗಿದ ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ನೀರು ಒಸರುತ್ತದೆ ಮತ್ತು ಬಿಳಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಹಣ್ಣನ್ನು ಮೊಟ್ಟೆಯಂತೆ ಜೋಪಾನವಾಗಿ ಹಿಡಿಯಿರಿ, ಗಾಯ ಮಾಡಬೇಡಿ. ಕೊಯ್ಲಿನ ನಂತರ ತಕ್ಷಣ ತಂಪು ಮಾಡಿ. ಪ್ಯಾಕಿಂಗ್ ಬಾಕ್ಸ್ ಗಳನ್ನು ಬ್ಲೀಚ್ ನಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ.",ರೈಜೋಪಸ್ ಸ್ಟೋಲೋನಿಫರ್
ಪೀಚ್ ಹಣ್ಣು,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಂದು ತಗ್ಗು ಚುಕ್ಕೆಗಳು ಬರುತ್ತವೆ. ಮಳೆಯಿದ್ದರೆ ಗುಲಾಬಿ ಬಣ್ಣದ ಅಂಟು ಕಾಣುತ್ತದೆ. ತೋಟದ ಹತ್ತಿರವಿರುವ ಕಾಡು ಹಣ್ಣಿನ ಗಿಡಗಳನ್ನು ತೆಗೆಯಿರಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕ್ಯಾಪ್ಟಾನ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಪೀಚ್ ಹಣ್ಣು,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎಳೆ ಕಾಯಿಗಳ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಆವರಿಸಿ ನಂತರ ಕಾಯಿ ಒರಟಾಗಿ ಕಂದಾಗುತ್ತದೆ. ತೇವಾಂಶ ಕಡಿಮೆ ಮಾಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಕಾಯಿ ಕವಚ ಬಿಡುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 0.5 ಮಿ.ಲೀ ಮೈಕ್ಲೋಬ್ಯುಟಾನಿಲ್ ಸಿಂಪಡಿಸಿ.,ಸ್ಫೆರೋಥೆಕಾ ಪನ್ನೋಸಾ
ಪೀಚ್ ಹಣ್ಣು,ಜೀರುಂಡೆ ಬಾಧೆ  (ಕೀಟ ಬಾಧೆ),"ಜೀರುಂಡೆ ಹಣ್ಣಿನ ಮೇಲೆ ಅರ್ಧಚಂದ್ರಾಕಾರದ ಗುರುತು ಮಾಡಿ ಮೊಟ್ಟೆ ಇಡುತ್ತದೆ, ಹುಳು ಒಳಗೆ ತಿನ್ನುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ನಾಶಪಡಿಸಿ. ಹೂವಿನ ದಳ ಉದುರಿದ ತಕ್ಷಣ 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಮಿ.ಲೀ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಅಥವಾ 1.5 ಗ್ರಾಂ ಫಾಸ್ಮೆಟ್ ಸಿಂಪಡಿಸಿ.",ಜೀರುಂಡೆ ಬಾಧೆ (ಕೋಟಿನಿಸ್ ನಿಟಿಡಾ)
